file_id,comment_id,comment_date,anonymized_nickname,document_paragraph_text,document_selected_text,document_selected_sentences,comment_full_text,comment_sentence_text,is_sentence,num_sentence,total_sentences,grammar_checked,grammatical_errors,has_replies,is_reply,num_reply,num_replies,is_resolved,language_name,num_hyperlinks,num_images,spelling_checked,spelling_errors,tracked_changes,next_action,level_0,level_1,level_2,level_3,level_4,date_column,time_column,gemini_responses
7ce5af15-09f4-405d-8ba6-e800ca17f8b6,ff040e53-1b37-41ba-9e4d-fc39f1895c73,2015-02-25 10:09:00+00:00 00:00:00+00:00,Jennifer Okes,"3.03(1) Food Service Funds.  A separate fund shall be maintained for the food service program, in order to identify all allowable and reportable expenditures and revenues related to the federal grant program.",Food Service Funds.,1.0,This section was moved from the previous rule 206.03 in 1 CCR 301-3 Food and Nutrition Services.,This section was moved from the previous rule 206.03 in 1 CCR 301-3 Food and Nutrition Services.,0,0,1,1,0,0,0,0,0,0,en,0,0,1.0,0.0,1.0,KEEP,INFORMATION EXCHANGE,PROVIDED,CONTEXT,NOT_POTENTIAL_CHANGE,,2015-02-25,10:09:00,"Level 0: Information Exchange, Level 1: Provided, Level 2: Context, Level 3: Not Potential Change, Level 4: None"
4b656616-b5dc-44ac-8a14-86e7c2d1b268,fef1ca5d-9f1d-446f-b449-36c7c6340945,2011-07-21 15:16:00+00:00 00:00:00+00:00,Mike,"My students struggle with paragraphs. A majority of the papers that are turned into me are one long paragraph.  I intend to buy Jeff Anderson’s books, but for now I plan to use the framework I’ve learned in class to help my students.  I plan to find examples of real stories with paragraphs and share those with my students.  We can talk about what we notice.  For example, when did the authors start new paragraphs? We can talk about why the authors used paragraphs.  The students will then get a chance to practice writing with paragraphs.  It may not be the best writing, but it will have paragraphs.",paragraphs,1.0,A good plan,A good plan,0,0,1,1,0,0,0,0,0,0,en,0,0,1.0,0.0,0.0,KEEP,SOCIAL COMMUNICATION,FEEDBACK,THREAD,NOT_POTENTIAL_CHANGE,,2011-07-21,15:16:00,"Level 0: Information Exchange, Level 1: Feedback, Level 2: Content, Level 3: Not Potential Change, Level 4: None"
4d204585-9f26-4dbc-8663-22f539fc8138,fedf0b9c-cf85-4e81-8194-1bcd9dfa7326,2016-05-25 14:52:00+00:00 00:00:00+00:00,Planning Commission,The technical administrator shall have the authority to modify the requirements of Subsection C when s/he determines that any portion of these requirements is unnecessary given the scope and/or scale of the proposed development.,The technical administrator shall have the authority to modify the requirements of Subsection C when s/he determines that any portion of these requirements is unnecessary given the scope and/or scale of the proposed development.,1.0,Moved from E,Moved from E,0,0,1,1,0,0,0,0,0,0,en,0,0,0.0,0.0,1.0,KEEP,MODIFICATION,EXECUTION,DONE,,,2016-05-25,14:52:00,"Level 0: Modification, Level 1: Execution, Level 2: Context, Level 3: Not Potential Change, Level 4: Change"
6f3cf169-1cc0-4543-8fed-dd58d67f4b74,fed6b663-277c-433d-a134-f7deb01a8ca8,2018-12-28 13:36:00+00:00 00:00:00+00:00,Practice Standards Council,Performs routine and specialized postprocessing.,.,1.0,“Performs routine and specialized postprocessing.” included in new general scope of practice statement “Postprocessing data.”,“Performs routine and specialized postprocessing.” included in new general scope of practice statement “Postprocessing data.”,0,0,1,1,0,0,0,0,0,0,en,0,0,1.0,0.0,0.0,KEEP,INFORMATION EXCHANGE,PROVIDED,CONTEXT,NOT_POTENTIAL_CHANGE,,2018-12-28,13:36:00,"Level 0: Information Exchange, Level 1: Provided, Level 2: Content, Level 3: Not Potential Change, Level 4: None"
019a186b-3547-4313-97b6-2394629f247a,febb3e0a-09ff-4eeb-a1bb-3786fe780500,2018-01-22 09:41:00+00:00 00:00:00+00:00,Pete Rivett,"In turn, for FIBO Extension Conformance an ontology must satisfy FIBO Model Conformance (see 2.2.1) and the rules in the following three sub-clauses related to labeling, model consistency and relationship to subject matter.",FIBO Model Conformance (see 2.2.1),1.0,FIBO model conformance applies only to “technical applications”!,FIBO model conformance applies only to “technical applications”!,0,0,1,1,0,1,0,0,1,0,en,0,0,1.0,0.0,0.0,REPLY,INFORMATION EXCHANGE,PROVIDED,CONTEXT,POTENTIAL_CHANGE,,2018-01-22,09:41:00,"Level 0: Information Exchange, Level 1: Provided, Level 2: Context, Level 3: Not Potential Change, Level 4: None"
019a186b-3547-4313-97b6-2394629f247a,febb3e0a-09ff-4eeb-a1bb-3786fe780500,2018-03-01 10:34:00+00:00 00:00:00+00:00,Michael Bennett,"In turn, for FIBO Extension Conformance an ontology must satisfy FIBO Model Conformance (see 2.2.1) and the rules in the following three sub-clauses related to labeling, model consistency and relationship to subject matter.",FIBO Model Conformance (see 2.2.1),1.0,Good point. I would suggest not. To be reviewed and deleted. Or see suggested replacement text. ,Or see suggested replacement text.,1,3,4,1,0,1,1,1,1,0,en,0,0,1.0,0.0,0.0,KEEP,SOCIAL COMMUNICATION,DISCUSSION,THREAD,NOT_POTENTIAL_CHANGE,,2018-03-01,10:34:00,"Level 0: Modification, Level 1: Feedback, Level 2: Content, Level 3: Potential Change, Level 4: Delete"
019a186b-3547-4313-97b6-2394629f247a,febb3e0a-09ff-4eeb-a1bb-3786fe780500,2018-03-01 10:34:00+00:00 00:00:00+00:00,Michael Bennett,"In turn, for FIBO Extension Conformance an ontology must satisfy FIBO Model Conformance (see 2.2.1) and the rules in the following three sub-clauses related to labeling, model consistency and relationship to subject matter.",FIBO Model Conformance (see 2.2.1),1.0,Good point. I would suggest not. To be reviewed and deleted. Or see suggested replacement text. ,Good point. I would suggest not. To be reviewed and deleted. Or see suggested replacement text. ,0,4,4,1,0,1,1,1,1,0,en,0,0,1.0,0.0,0.0,KEEP,SOCIAL COMMUNICATION,DISCUSSION,CONTENT,POTENTIAL_CHANGE,,2018-03-01,10:34:00,"Level 0: Modification, Level 1: Feedback, Level 2: Content, Level 3: Potential Change, Level 4: Delete"
019a186b-3547-4313-97b6-2394629f247a,febb3e0a-09ff-4eeb-a1bb-3786fe780500,2018-03-01 10:34:00+00:00 00:00:00+00:00,Michael Bennett,"In turn, for FIBO Extension Conformance an ontology must satisfy FIBO Model Conformance (see 2.2.1) and the rules in the following three sub-clauses related to labeling, model consistency and relationship to subject matter.",FIBO Model Conformance (see 2.2.1),1.0,Good point. I would suggest not. To be reviewed and deleted. Or see suggested replacement text. ,Good point.,1,0,4,1,0,1,1,1,1,0,en,0,0,1.0,0.0,0.0,KEEP,SOCIAL COMMUNICATION,DISCUSSION,THREAD,POTENTIAL_CHANGE,,2018-03-01,10:34:00,"Level 0: Modification, Level 1: Feedback, Level 2: Content, Level 3: Potential Change, Level 4: Delete"
019a186b-3547-4313-97b6-2394629f247a,febb3e0a-09ff-4eeb-a1bb-3786fe780500,2018-03-01 10:34:00+00:00 00:00:00+00:00,Michael Bennett,"In turn, for FIBO Extension Conformance an ontology must satisfy FIBO Model Conformance (see 2.2.1) and the rules in the following three sub-clauses related to labeling, model consistency and relationship to subject matter.",FIBO Model Conformance (see 2.2.1),1.0,Good point. I would suggest not. To be reviewed and deleted. Or see suggested replacement text. ,I would suggest not.,1,1,4,1,0,1,1,1,1,0,en,0,0,1.0,0.0,0.0,KEEP,SOCIAL COMMUNICATION,FEEDBACK,THREAD,NOT_POTENTIAL_CHANGE,,2018-03-01,10:34:00,"Level 0: Modification, Level 1: Feedback, Level 2: Content, Level 3: Potential Change, Level 4: Delete"
019a186b-3547-4313-97b6-2394629f247a,febb3e0a-09ff-4eeb-a1bb-3786fe780500,2018-03-01 10:34:00+00:00 00:00:00+00:00,Michael Bennett,"In turn, for FIBO Extension Conformance an ontology must satisfy FIBO Model Conformance (see 2.2.1) and the rules in the following three sub-clauses related to labeling, model consistency and relationship to subject matter.",FIBO Model Conformance (see 2.2.1),1.0,Good point. I would suggest not. To be reviewed and deleted. Or see suggested replacement text. ,To be reviewed and deleted.,1,2,4,1,0,1,1,1,1,0,en,0,0,1.0,0.0,0.0,KEEP,SOCIAL COMMUNICATION,FEEDBACK,THREAD,POTENTIAL_CHANGE,,2018-03-01,10:34:00,"Level 0: Modification, Level 1: Feedback, Level 2: Content, Level 3: Potential Change, Level 4: Delete"
a8db0546-9ac7-4dfb-824f-9c2ae19c7562,feb8ca44-f152-429d-a9c4-9b1d4ee01cc5,2017-12-26 23:50:00+00:00 00:00:00+00:00,Grammarly,"Despite many contracts used in Islamic banks, the study tends to focus on the importance of  fund managing by Mudharabah and Musyarakah for risk mitigation of Islamic banks, as they are assessed in accordance with the objectives and definitions of Islamic banks proposed by the UU Perbankan 1998 (Banking Act of 1998) and UU Operational Perbankan Syariah 2008 (the Islamic banking Operational Law of 2008), namely Islamic banks are banks that use the principle of profit sharing in banking practices. Also, contract of Mudaharabah and Musyarakah are the most apparent contracts that show the characteristics of Islamic banks which are high confidence, the principle of profit sharing, cooperation (partnership), equality in business, and ta'awun (helping each other).",,1.0,Inserted: d m,Inserted: d m,0,0,1,0,0,0,0,0,0,0,en,0,0,1.0,0.0,0.0,KEEP,MODIFICATION,EXECUTION,DONE,,,2017-12-26,23:50:00,"Level 0: Modification, Level 1: Execution, Level 2: Content, Level 3: Not Potential Change, Level 4: Add"
c8e6a099-b6e2-407b-be74-334af986b1ce,feac2a39-7c8f-47aa-8b9f-ce226d118cc9,2016-09-27 20:00:00+00:00 00:00:00+00:00,Michael Ragsdale,"Also, ITT Tech used a lot of high interest private loans which are often difficult to pay back using the low paying jobs that you might get into, unlike the high paying entry level careers that you were promised by their career office as well as recruitment literature.  As an example, when I requested my transcript (before they switched to a third-party vendor) one of the questions is of your current employer.  In my case, this would be the Housing and Residence Life office at Old Dominion University.  They would put it in their testimonials and act as if they were the reason you were in that job.  This was even though many people, myself included, found these jobs through our own hard work.  This makes paying off loans next to impossible, which makes major life moments like buying a house impossible due to poor credit.",This was even though,1.0,HEY,HEY,0,0,1,0,1,0,0,0,0,1,en,0,0,1.0,0.0,0.0,RESOLVE,SOCIAL COMMUNICATION,DISCUSSION,THREAD,NOT_POTENTIAL_CHANGE,,2016-09-27,20:00:00,"Level 0: Social Communication, Level 1: Acknowledgment, Level 2: None, Level 3: None, Level 4: None"
49c74155-eaf3-437b-94fc-762f4ce90888,fea2ed87-b618-41f1-979d-e9493288890b,2011-07-22 14:29:00+00:00 00:00:00+00:00,Mike,"One thing I definitely learned is that I’m better at using detail and language than I thought I was.  My group always commented on the images that I used and how they liked my details.  That really surprised me.  I know I like to use interesting descriptions, but I often think that they are too much or overdone to the point of being boring.  My group liked them so that was a good confidence booster for me.  One of the lines that they commented on more than once was, “It was as if nature had crept inside the house. Outside I could see how nature had reached her arms around his house and gotten her fingers inside too.”  I liked that line too so I was happy when they pointed it out as a strength.  Another thing I learned is that although I think my group liked my story, I still don’t think it has that universal appeal aspect to it.  It was a nice romantic story, but so what.  I’m not sure it had any connection for them.  I could see them struggle with knowing what to say about it.  Now, that may have just been because we all barely knew each other, but I’m not sure.  That is definitely the part I would like to work on in my writing.  I’ve had similar reactions from other writer’s groups to my pieces, so I think that is where I need to concentrate my efforts.",I liked that line too so I was happy when they pointed it out as a strength.,1.0,Yay!,Yay!,0,0,1,1,0,0,0,0,0,0,en,0,0,1.0,0.0,0.0,KEEP,OTHER,,,,,2011-07-22,14:29:00,"Level 0: Social Communication, Level 1: Acknowledgment, Level 2: None, Level 3: None, Level 4: None"
ad556668-fa14-4290-93f5-f94368ef6bb9,fe747d65-f56a-4655-a0d1-27668d2d53f6,2011-07-14 16:46:00+00:00 00:00:00+00:00,Janet McNellis,Sample Informed Consent form,"Sample Informed Consent form
Anonymous Survey",2.0,"The Readability Level of the document was checked with Microsoft Word and is 11.9  on the Flesch-Kincaid scale, appropriate for college students.","The Readability Level of the document was checked with Microsoft Word and is 11.9  on the Flesch-Kincaid scale, appropriate for college students.",0,0,1,1,0,0,0,0,0,0,en,0,0,1.0,0.0,0.0,KEEP,INFORMATION EXCHANGE,PROVIDED,CONTEXT,POTENTIAL_CHANGE,,2011-07-14,16:46:00,"Level 0: Information Exchange, Level 1: Provided, Level 2: Format, Level 3: Not Potential Change, Level 4: None"
c57b8214-fa68-4d2d-bb39-7ea369a373d1,fe70c5be-6f70-4c10-99c7-27829c1323e9,2016-07-06 16:34:00+00:00 00:00:00+00:00,"Stafford, Eva",All County Letter Number 13-50-Worker’s Compensation is provided by York Risk Services Group. This ACL outlines the contract with York Risk Services Group as the statewide provider for Worker’s Compensation for IHSS providers.,contract,1.0,Please consider rewording.,Please consider rewording.,0,0,1,0,0,0,0,0,0,0,en,0,0,0.0,0.0,0.0,KEEP,MODIFICATION,REQUESTED,CONTENT,NOT_EXPLICIT,CHANGE,2016-07-06,16:34:00,"Level 0: Modification, Level 1: Requested, Level 2: Content, Level 3: Potential Change, Level 4: Change"
afb39abc-6293-4ad1-86bc-7d4957272188,fe50a832-0ea9-4d75-bcbd-2191c26fd8e5,2019-04-14 13:52:00+00:00 00:00:00+00:00,Janice Conway-Klaassen,"IX. Safety
",IX. Safety,2.0,Cross Check with General Document,Cross Check with General Document,0,0,1,1,0,0,0,0,0,0,en,0,0,1.0,0.0,0.0,KEEP,OTHER,,,,,2019-04-14,13:52:00,"Level 0: Information Exchange, Level 1: Requested, Level 2: Requesting Confirmation, Level 3: Not Explicit, Level 4: None"
3cbc5950-ba54-423b-94b1-f4c4b23a7af7,fe4e196a-8804-44d1-8589-cfc1918366c8,2015-07-05 14:10:00+00:00 00:00:00+00:00,Barbara Jatkola,"<EXT>Residents of gated communities are . . . taxed twice for civic goods—once by the local municipalities and again through residents’ contributions to their own micro-government. The affluent classes find this easy to cope with, although the fees for lower-income gated developments will tend to reflect residents’ willingness to pay for shared goods and services—which are more basic. Club developments tend, therefore, to foster housing market segregation, but often at a finer spatial scale than found in conventional open neighbourhoods. This may yield positive social and economic benefits as income groups can live spatially closer than in the typical city where they are segregated by distance rather than by membership and gates. (296)",residents’,1.0,"AU: Change OK? “Resident willingness"" is not an error--I think it is OK to use the singular in this case. Let's leave it as is--I quoted it accurately.",AU: Change OK?,1,0,3,1,0,0,0,0,0,0,en,0,0,1.0,0.0,2.0,KEEP,OTHER,,,,,2015-07-05,14:10:00,"Level 0: Information Exchange, Level 1: Feedback, Level 2: Requesting Confirmation, Level 3: Not Potential Change, Level 4: None"
3cbc5950-ba54-423b-94b1-f4c4b23a7af7,fe4e196a-8804-44d1-8589-cfc1918366c8,2015-07-05 14:10:00+00:00 00:00:00+00:00,Barbara Jatkola,"<EXT>Residents of gated communities are . . . taxed twice for civic goods—once by the local municipalities and again through residents’ contributions to their own micro-government. The affluent classes find this easy to cope with, although the fees for lower-income gated developments will tend to reflect residents’ willingness to pay for shared goods and services—which are more basic. Club developments tend, therefore, to foster housing market segregation, but often at a finer spatial scale than found in conventional open neighbourhoods. This may yield positive social and economic benefits as income groups can live spatially closer than in the typical city where they are segregated by distance rather than by membership and gates. (296)",residents’,1.0,"AU: Change OK? “Resident willingness"" is not an error--I think it is OK to use the singular in this case. Let's leave it as is--I quoted it accurately.",Let's leave it as is--I quoted it accurately.,1,2,3,1,0,0,0,0,0,0,en,0,0,1.0,0.0,2.0,KEEP,MODIFICATION,EXECUTION,DONE,,,2015-07-05,14:10:00,"Level 0: Information Exchange, Level 1: Feedback, Level 2: Requesting Confirmation, Level 3: Not Potential Change, Level 4: None"
3cbc5950-ba54-423b-94b1-f4c4b23a7af7,fe4e196a-8804-44d1-8589-cfc1918366c8,2015-07-05 14:10:00+00:00 00:00:00+00:00,Barbara Jatkola,"<EXT>Residents of gated communities are . . . taxed twice for civic goods—once by the local municipalities and again through residents’ contributions to their own micro-government. The affluent classes find this easy to cope with, although the fees for lower-income gated developments will tend to reflect residents’ willingness to pay for shared goods and services—which are more basic. Club developments tend, therefore, to foster housing market segregation, but often at a finer spatial scale than found in conventional open neighbourhoods. This may yield positive social and economic benefits as income groups can live spatially closer than in the typical city where they are segregated by distance rather than by membership and gates. (296)",residents’,1.0,"AU: Change OK? “Resident willingness"" is not an error--I think it is OK to use the singular in this case. Let's leave it as is--I quoted it accurately.","“Resident willingness"" is not an error--I think it is OK to use the singular in this case.",1,1,3,1,0,0,0,0,0,0,en,0,0,1.0,0.0,2.0,KEEP,SOCIAL COMMUNICATION,FEEDBACK,THREAD,NOT_POTENTIAL_CHANGE,,2015-07-05,14:10:00,"Level 0: Information Exchange, Level 1: Feedback, Level 2: Requesting Confirmation, Level 3: Not Potential Change, Level 4: None"
3cbc5950-ba54-423b-94b1-f4c4b23a7af7,fe4e196a-8804-44d1-8589-cfc1918366c8,2015-07-05 14:10:00+00:00 00:00:00+00:00,Barbara Jatkola,"<EXT>Residents of gated communities are . . . taxed twice for civic goods—once by the local municipalities and again through residents’ contributions to their own micro-government. The affluent classes find this easy to cope with, although the fees for lower-income gated developments will tend to reflect residents’ willingness to pay for shared goods and services—which are more basic. Club developments tend, therefore, to foster housing market segregation, but often at a finer spatial scale than found in conventional open neighbourhoods. This may yield positive social and economic benefits as income groups can live spatially closer than in the typical city where they are segregated by distance rather than by membership and gates. (296)",residents’,1.0,"AU: Change OK? “Resident willingness"" is not an error--I think it is OK to use the singular in this case. Let's leave it as is--I quoted it accurately.","AU: Change OK? “Resident willingness"" is not an error--I think it is OK to use the singular in this case. Let's leave it as is--I quoted it accurately.",0,3,3,1,0,0,0,0,0,0,en,0,0,1.0,0.0,2.0,KEEP,MODIFICATION,REQUESTED,CONTENT,NOT_POTENTIAL_CHANGE,,2015-07-05,14:10:00,"Level 0: Information Exchange, Level 1: Feedback, Level 2: Requesting Confirmation, Level 3: Not Potential Change, Level 4: None"
e4b0bc3b-3ac9-492e-a37a-7a842f5212e2,fdf4d326-cb7a-4f0e-a069-c3e788aef35a,2017-03-14 18:36:00+00:00 00:00:00+00:00,D,"March, 2017","March, 2017",1.0,"(TIMES NEW ROMAN, BOLD, 14, CENTER, ALL CAPS, DOUBLE SPACED)","(TIMES NEW ROMAN, BOLD, 14, CENTER, ALL CAPS, DOUBLE SPACED)",0,0,1,1,0,0,0,0,0,0,sw,0,0,1.0,0.0,0.0,KEEP,MODIFICATION,REQUESTED,FORMAT,EXPLICIT,ADD,2017-03-14,18:36:00,"Level 0: Modification, Level 1: Requested, Level 2: Format, Level 3: Explicit, Level 4: Change"
c1d67c5b-35dd-433d-8672-f4f1ba89c7cc,fddf4e6c-26a6-438d-89d4-4cbf80d9d0b8,2017-01-19 09:39:00+00:00 00:00:00+00:00,aaa,"Spring 2015
","Spring 2015
88.9
77.8
10.0
12.2

",5.0,Texts in table cells can be adjusted to fit the page,Texts in table cells can be adjusted to fit the page,0,0,1,1,0,0,0,0,0,0,tl,0,0,1.0,0.0,0.0,KEEP,MODIFICATION,REQUESTED,FORMAT,EXPLICIT,CHANGE,2017-01-19,09:39:00,"Level 0: Modification, Level 1: Feedback, Level 2: Format, Level 3: Potential Change, Level 4: Change"
